total_lines,code_lines,blank_lines,comment_lines,comment_ratio,num_functions,num_classes,num_methods,avg_function_length,max_function_length,num_imports,num_unique_imports,cyclomatic_complexity,max_nesting_depth,avg_nesting_depth,num_branches,num_loops,num_try_except,num_assertions,num_lambda_functions,has_docstrings,docstring_coverage,has_type_hints,type_hint_coverage,avg_identifier_length,num_global_variables,num_nested_functions,num_return_statements,uses_star_import,syntax_error,label
289.0,199.31280397480438,30.036330169661515,33.284558297751595,0.11517148199914047,7.0,0.0,0.0,11.164474911366263,32.74690710549485,4.0,3.622191322483225,6.0,1.0,0.7179990238620932,1.0,2.0,3.0,2.0,0.0,0.0,0.6208808492108678,1.0,0.625454210705105,5.6675728671942895,2.0,0.0,9.0,0.0,0.0,0
98.0,67.84362321511095,13.171564248939706,9.862957316304145,0.10064242159494026,4.0,3.0,10.211854969172624,18.80600406936749,54.87764550162547,10.0,8.209668228248095,8.0,2.0,1.417883028562112,3.0,3.0,2.0,4.0,0.0,1.0,0.24575149742121538,1.0,0.3599201842186901,8.555341329137427,2.0,0.0,3.0,0.0,0.0,0
238.0,146.17246352559812,23.815286828056998,31.433308126082647,0.13207272321883465,7.0,1.0,7.0184271976244075,9.053900621666484,26.869080345879606,4.0,3.3243257562342143,11.0,2.0,1.2056363679475548,9.0,1.0,1.0,2.0,0.0,1.0,0.7175077472946905,1.0,0.7975559639319496,6.7250443947172,0.0,0.0,2.0,0.0,0.0,0
571.0,454.9921908550046,35.186256485409444,11.364963997594277,0.0199036147068201,8.0,0.0,0.0,79.06548129390023,379.0424987357167,14.0,12.34301629268814,46.0,9.0,4.518011521221213,30.0,8.0,4.0,2.0,2.0,0.0,0.48019239523731144,1.0,0.0,2.7929974255960177,13.0,2.0,19.0,0.0,0.0,1
77.0,43.21684771992267,9.257776365084156,13.840631748815627,0.1797484642703328,11.0,3.0,13.037276543428044,6.336075271938785,10.892684566457742,3.0,2.9861765687679434,7.0,2.0,0.9467448939980699,2.0,2.0,0.0,4.0,0.0,1.0,0.7850217814383861,1.0,0.5325264884808154,9.521433529600884,2.0,1.0,7.0,0.0,0.0,0
279.0,157.17887711234164,37.14813363008956,66.24011113903462,0.23741975318650402,13.0,1.0,7.377102007829258,15.135974937312103,45.26975331390246,7.0,6.212649752593682,8.0,1.0,0.4005478777500927,2.0,2.0,1.0,4.0,1.0,1.0,0.8777218632025012,1.0,0.2324660582771811,11.545581909530862,1.0,1.0,9.0,0.0,0.0,0
153.0,92.03309313885798,18.258796005346305,28.620336890340646,0.18706102542706304,7.0,1.0,3.433345701406799,19.98860780441142,42.24224326222371,3.0,2.6909598414082634,5.0,2.0,0.9110178803808074,2.0,4.0,2.0,4.0,1.0,1.0,1.0,1.0,0.3198864907976498,6.480621100924996,1.0,1.0,11.0,0.0,0.0,0
467.0,409.3468590459865,39.12739291233715,34.16337875870983,0.07315498663535296,7.0,2.0,22.96642510904075,20.4300790972181,57.023701154487185,8.0,4.741747521663692,20.0,8.0,5.996861657066214,23.0,15.0,2.0,0.0,2.0,0.0,0.0,0.0,0.33411117443434657,9.275952386047958,10.0,5.0,7.0,0.0,1.0,1
143.0,89.87506339997739,21.046618555732017,35.53862342149612,0.24852184210836448,2.0,1.0,2.797658619644242,16.11152128405896,34.18779055437803,11.0,9.106192040238788,7.0,3.0,2.339161284146912,2.0,5.0,1.0,1.0,0.0,1.0,1.0,0.0,0.9485548471656903,9.91880446754244,1.0,1.0,10.0,0.0,0.0,0
567.0,419.62516254274584,41.82742248447481,5.300502375167749,0.009348328703999558,7.0,2.0,14.26235697215802,73.85931976440705,323.5986272890136,16.0,9.663979118276114,46.0,4.0,2.0947487273012575,33.0,7.0,3.0,1.0,5.0,0.0,0.30841227036433433,0.0,0.08423864814679928,4.982704608777285,8.0,3.0,5.0,0.0,1.0,1
251.0,184.57382345274746,39.35206577239402,44.04393073808001,0.175473827641753,12.0,3.0,12.820733834198965,17.91997141155931,50.082266841767165,3.0,2.755957533430001,3.0,1.0,0.6625579153309313,7.0,4.0,2.0,3.0,0.0,1.0,0.8015528706886643,0.0,0.4061388248870153,11.301819448290452,1.0,0.0,9.0,0.0,0.0,0
239.0,164.97649463943605,30.718956647021212,46.393942330349674,0.1941169135161074,8.0,0.0,0.0,20.072665616067223,58.28127677980187,11.0,10.878916608364648,5.0,1.0,0.6884736439403256,2.0,4.0,1.0,2.0,2.0,1.0,0.6917222114646938,1.0,0.7946948161738848,6.696968765805806,0.0,0.0,3.0,0.0,0.0,0
86.0,62.534128938763835,11.577444316105389,16.767064008133797,0.1949658605596953,12.0,0.0,0.0,15.012084495201744,44.01669133940885,11.0,10.98636725710547,2.0,1.0,0.5032727399117708,3.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,0.9791059466992558,8.38797613300141,2.0,0.0,9.0,0.0,0.0,0
217.0,155.12963455246359,28.356997613625353,50.35555140951714,0.23205323230192232,6.0,3.0,21.546951358345538,7.11267619066787,13.942220263609219,7.0,6.9108657024186835,1.0,3.0,1.7835761489060258,9.0,3.0,2.0,1.0,0.0,1.0,0.5788580311465613,1.0,0.815950366235491,6.1212564626061985,2.0,0.0,4.0,0.0,0.0,0
288.0,171.53094368005534,34.17673300650044,39.02439894423919,0.13550138522305274,3.0,3.0,23.51104706972467,24.627438204296123,67.44523636544683,11.0,10.590748933168548,1.0,3.0,1.3975863182302777,0.0,3.0,1.0,3.0,2.0,1.0,0.9708499231186366,1.0,0.38312152937334787,8.209621870882259,1.0,1.0,2.0,0.0,0.0,0
185.0,116.41814070849806,27.666589813470623,43.86363057626435,0.23710070581764514,10.0,0.0,0.0,7.115354675206542,19.697868759874936,10.0,7.198739422314051,5.0,3.0,1.3400427680264704,2.0,5.0,0.0,0.0,1.0,1.0,0.41891450519735046,1.0,1.0,13.023286920353,2.0,1.0,1.0,0.0,0.0,0
196.0,110.43250256721095,26.788164739027213,32.8579196771711,0.1676424473325056,9.0,0.0,0.0,16.20348997534951,35.698039956064974,8.0,5.801612587453426,5.0,3.0,1.4550179892158406,1.0,2.0,0.0,1.0,1.0,0.0,0.6783088345970669,0.0,0.8125815012620584,11.650552400700544,1.0,0.0,9.0,0.0,0.0,0
86.0,63.32114518411289,12.7328150608707,19.336456955349437,0.22484252273662136,5.0,3.0,19.45260726479343,9.86279150786288,23.85604357514877,6.0,4.613136194047828,1.0,2.0,1.3818333881280018,5.0,2.0,3.0,1.0,2.0,1.0,0.7301620019776093,1.0,0.24190849570207304,8.745283019855341,1.0,0.0,1.0,0.0,0.0,0
130.0,85.06988024000059,23.23023476555761,15.95050251876662,0.12269617322128168,12.0,1.0,2.271711350549819,6.076508048832232,10.318364516818582,9.0,7.274416746941803,9.0,2.0,1.4507406430861818,4.0,4.0,3.0,1.0,2.0,0.0,0.46765151145375744,1.0,0.6877311037603054,7.96658109711719,0.0,1.0,2.0,0.0,0.0,0
87.0,59.33376064972579,13.433653395896107,13.48115662156885,0.15495582323642357,8.0,0.0,0.0,14.989390038908859,38.269992817024445,9.0,8.976941328171986,3.0,3.0,1.3572862792463039,9.0,4.0,2.0,2.0,2.0,1.0,0.6333964252763001,0.0,0.32686814982260637,7.589192964462965,0.0,1.0,4.0,1.0,0.0,0
519.0,445.6545174830224,36.733251819339195,2.0309674999647265,0.003913232177196004,17.0,0.0,0.0,67.86019361714874,336.5631482590603,8.0,5.854976765706833,21.0,5.0,3.591438215611432,35.0,10.0,3.0,0.0,7.0,1.0,0.5151901655201468,1.0,0.3828963676170545,7.274233663692497,7.0,5.0,14.0,0.0,1.0,1
199.0,131.34953973794865,21.032572722356175,47.25161571236219,0.23744530508724718,9.0,0.0,0.0,5.961856806922317,13.42937845800311,4.0,2.906393449700331,10.0,1.0,0.6151608091020038,6.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,0.8388286734292192,7.12182994186976,0.0,1.0,1.0,0.0,0.0,0
178.0,150.96526426869434,12.518004381691306,13.216531404963357,0.07425017643237841,11.0,0.0,0.0,72.22687914009217,166.57069191992355,24.0,20.037404740911292,23.0,6.0,3.90736341228691,30.0,13.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,5.449629876104472,6.0,8.0,13.0,0.0,0.0,1
225.0,160.1327433648661,19.361165245940995,12.019971527231643,0.05342209567658508,20.0,0.0,0.0,28.99372612949768,99.57413283589756,21.0,14.521975420860885,14.0,5.0,3.727069007127314,27.0,6.0,2.0,2.0,5.0,0.0,0.09736295787309028,1.0,0.007136959727779129,3.984855305684025,14.0,1.0,10.0,0.0,0.0,1
135.0,86.69968461418252,20.533171042202945,19.14994851913606,0.14185147051211897,11.0,1.0,5.501844049008856,5.517248050469963,15.728039386207664,4.0,3.844763042775344,10.0,1.0,0.5804262558896786,4.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.584987220870139,11.535959786453125,1.0,0.0,3.0,0.0,0.0,0
227.0,146.36654628876875,27.762920105561307,30.45615385222902,0.1341680786441807,5.0,3.0,11.404506903681536,15.303349740282346,40.16316158100213,10.0,9.677758212124,1.0,2.0,0.8398628858708181,8.0,2.0,2.0,2.0,1.0,0.0,0.7919409171160913,1.0,0.5930147434655892,8.932925619085744,0.0,1.0,7.0,0.0,0.0,0
109.0,64.01533582567784,17.157205013021855,25.96211871944533,0.2381845754077553,9.0,3.0,10.680239033752143,13.42497217577055,23.7965109530113,7.0,6.353895304083513,3.0,1.0,0.643911930648758,2.0,1.0,2.0,4.0,2.0,0.0,0.9656236179401986,1.0,0.6607747715506536,8.807939790899043,2.0,1.0,9.0,0.0,0.0,0
66.0,44.768609502729454,10.245396151588618,12.970276118120738,0.19651933512304148,3.0,2.0,5.690473560457344,24.688448160318668,54.66209790857854,5.0,4.374660375204915,8.0,2.0,1.520543749074532,0.0,2.0,1.0,4.0,1.0,1.0,0.793013697886901,1.0,1.0,11.822865620747978,2.0,1.0,2.0,0.0,0.0,0
96.0,67.48332840830685,11.987427655563504,16.15964504913478,0.1683296359284873,13.0,2.0,10.44492826800161,9.866777560777198,26.579690560211876,8.0,7.12618300788121,2.0,3.0,1.8355936939878532,8.0,2.0,1.0,2.0,1.0,1.0,0.6318372406436071,0.0,0.7337636900349311,9.193922157860682,0.0,1.0,11.0,0.0,0.0,0
109.0,60.06931377259489,19.60202385908249,13.560957910552652,0.12441245789497846,12.0,1.0,3.905329363325438,15.531915275751055,43.610715667186625,6.0,5.673324107404789,9.0,3.0,2.221519052954791,5.0,1.0,1.0,0.0,2.0,1.0,0.6623566814248006,1.0,0.5446247551614958,9.035070979674265,0.0,0.0,2.0,0.0,0.0,0
275.0,167.5777667029078,36.41341590153904,40.395206546099956,0.14689166016763622,6.0,2.0,4.102056766127329,9.379100449223682,27.02732228075528,2.0,1.4749281565397228,10.0,2.0,1.2689299647103893,0.0,0.0,3.0,3.0,1.0,1.0,0.5376219566809683,1.0,0.7737614007991364,10.169974554956076,2.0,1.0,1.0,0.0,0.0,0
289.0,177.39724538834645,54.556312428131356,49.06503868852715,0.16977522037552648,5.0,3.0,21.268959864077246,13.396396571906857,29.84044810938672,8.0,6.4997806867576005,3.0,3.0,1.433024937093525,7.0,1.0,2.0,1.0,1.0,1.0,0.8558975455721336,1.0,0.9597611441516998,8.683339528391413,0.0,0.0,8.0,0.0,0.0,0
